idFrom,idTo,value,start_block,end_block
0x946b78ff38c54d5debaddf43cff028bb956f41ad,0x3b0af61cb0fcd4bbd91b5d6b3e9e7ea1b13d3c71,20276.0631000,12968358,12968457
0xea7f5e874f2b8e022f9da7d63da95a5b502ffc86,0x8c5381a2db7e3ca6ba48f28cc45a21446f255d15,0.0000000,12968358,12968457
0x28c6c06298d514db089934071355e5743bf21d60,0x96a0bb819735fae03e9d2fd7ba4cc060bddd4aab,175754.4582000,12968358,12968457
0xa12431d0b9db640034b0cdfceef9cce161e62be4,0x59a5208b32e627891c389ebafc644145224006e8,643004.1152000,12968358,12968457
0x46705dfff24256421a05d056c29e81bdc09723b8,0xa5dcb8f8c6ec42306379ed63e2385d2d21de7f0a,133115.9071460,12968358,12968457
0x9b452aec80acf85d79a9ad27f45ecb708db0d426,0x7f9d2c2cf24faba49c2c8ab34076a9ec13c936cf,2250.5144030,12968358,12968457
0x1f0648ded422a9cb8cef459c5bd7722687689c88,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,47786.1758600,12968358,12968457
0x93f54d4c91ab58587d55eaccb06801786607210c,0xdee0a8b506dcd5fb0c716d875ae08cdca0a11a93,269675.9259000,12968358,12968457
0x9576085feff37290390b8fea6a2ca2880738631e,0xb591d863c458a6fb1a498a51964b1195f5f5c4c9,4100268558000000.0000000,12968358,12968457
0x3477baa9097867c7421eee378f19b2be3a2ad458,0xe8752090e2279d8a8014f078f436df25c74deebf,428669.4102000,12968358,12968457
0xbe3cd9b751360a8030770425acf947c8cb4cab38,0x661e5b89ce40f43a6c132616e8cbeda1fc2aab9c,214334705.0000000,12968358,12968457
0x46705dfff24256421a05d056c29e81bdc09723b8,0x4432e7d08987e604265f952b131d2a8f38a0a907,215406.3786000,12968358,12968457
0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,3839182069842823.0000000,12968358,12968457
0x5570a5aa61ebc72a316550f74978aed4de805d48,0x5041ed759dd4afc3a72b8192c143f72f4724081a,1133080.4180000,12968358,12968457
0x64e2c290fe4c95ddb3b7fab6f7b9b32b72e606a3,0x973cd067fe9b2ccf9f93c267570cb897d77ebc56,5112.9543900,12968358,12968457
0x946b78ff38c54d5debaddf43cff028bb956f41ad,0xf34a4bb6f4e7594a3a960fc85ca7fb44dad00c8a,12109.9108400,12968358,12968457
0x6254b927ecc25ddd233aaecd5296d746b1c006b4,0x15c70860654d258c44c84f602d7ad06cef714404,65227.4091200,12968358,12968457
0x46340b20830761efd32832a74d7169b29feb9758,0xbc5907d067d9cf2db7de408fd2a5bf41b0cb85e2,49563.6709575,12968358,12968457
0xff0abbeaac899dac8dd1425fe457e21504ac0e40,0xe59cd29be3be4461d79c0881d238cbe87d64595a,11668.9910200,12968358,12968457
0x1ef64999d6765174b0d61426da4abaa01a0f9822,0xe648116e0dc3daca2f8790bda66e53d6b78877db,70069.7694200,12968358,12968457
0xb3c839dbde6b96d37c56ee4f9dad3390d49310aa,0x8d90113a1e286a5ab3e496fbd1853f265e5913c6,1791122.3982000,12968358,12968457
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xc56857ce5abf509c9c481c6c9d36744f730fceda,6151.1917010,12968358,12968457
0x503ee5d7217c18c1d8e41ae6fbdf5ea027abb064,0x292f04a44506c2fd49bac032e1ca148c35a478c8,64300.4115200,12968358,12968457
0xf3cb7747c2edb5813a2925a8aa0de582bc91bac6,0x6aded3be1f49f7cb8bc2b037bb9216755ab64eb2,444730.1997000,12968358,12968457
0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,0xe3df43eaa1ff4ead7094710577e65f6cbbd37dd7,74802.8120700,12968358,12968457
0xf8cd17784f425120de2f0d65756d8a707c13d040,0x14c4017f81675f7ac1321218d4a385a2d3117328,6430041.1520000,12968358,12968457
0xb9b9a6f10abceeb9e9ffc6b22a00e6ed6fdda8e1,0x0000000000000000000000000000000000000000,61553296400000.0000000,12968358,12968457
0x46340b20830761efd32832a74d7169b29feb9758,0x51b9bce56e0b2004dc22ec67438d977cd31e50e7,5165.4663920,12968358,12968457
0x6e7dc9b3598af2128316899ee73b23bdd67f86f0,0x3561a975a2a869d7cbc7c5d69eac7067db986b16,1388160.1510000,12968358,12968457
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xb89eb49bc337d2bfaee360ec63ad606b6788ceb2,13875.3858000,12968358,12968457
